KIT DE CALIPER NACIONALES (AKRON);;;;;;;;;;;
Referencia;Descripcion;Para;Diametro mm ;;;COSTO;CARACAS;ORIENTE;CATEGOTRIA;EQUIVALENCIA;MARCA
13693;Kit Antiruido Toyota Series: 4Runner (10/18),Pastilla D976 7877;2 Ruedas;;;;4,50;10,00;11,25;KIT ANTIRUIDOS IMPORTADOS ;;
13694K;Kit Antiruido, Hyundai Series: Elantra (11/16), Pastilla D1543 8751;2 Ruedas;;;;9,00;20,00;22,50;KIT ANTIRUIDOS IMPORTADOS ;;
13741;Kit Antiruido Chevrolet Series: Optra (04/07) Pastilla D1036 7939;1 Rueda;;;;3,60;8,00;9,00;KIT ANTIRUIDOS IMPORTADOS ;;
13755K;Toyota Series: Avalon, Camry (12/18), Delantero, Pastilla D1293 8331;2 Ruedas;;;;30,00;66,67;75,00;KIT ANTIRUIDOS IMPORTADOS ;;
13773;Kit Antiruido Mazda Allegro/Ford Laser Delantero, Pastilla D798 7670;1 Rueda;;;;3,60;8,00;9,00;KIT ANTIRUIDOS IMPORTADOS ;;
13784;Kit Antiruido Ford Series: F-350 Super Duty (13/17), Delantero/Trasero, Pastilla D1680 8909/ D1691 8918;1 Rueda;;;;5,20;11,56;13,00;KIT ANTIRUIDOS IMPORTADOS ;;
13784K;Kit Antiruido Ford series: F-350 Super Duty (13/17), Delantera y Trasera Pastilla: D1680 8909 / D1691 8918;2 Ruedas;;;;10,00;22,22;25,00;KIT ANTIRUIDOS IMPORTADOS ;;
13821;Kit Antiruido Toyota Series: Sienna 18….Highlander Rueda Trasera 19…..Pastilla D1391 8500;1 Rueda;;;;9,00;20,00;22,50;KIT ANTIRUIDOS IMPORTADOS ;;
13835K;Kit Antiruido Toyota series: Yaris IA (2017), Pastilla: D1852 9081;2 Ruedas;;;;12,00;26,67;30,00;KIT ANTIRUIDOS IMPORTADOS ;;
14023;Kit Antiruido/Pines Guías De Cáliper Toyota Series: 4Runner (03/09), (86/91), LandCruiser (76/90), Tundra, Tacoma, FJ, Pickup;1 Rueda;;;;4,20;9,33;10,50;KIT ANTIRUIDOS IMPORTADOS ;;
14409;Kit Antiruido/Pines Guías De Cáliper Toyota Series: 4Runner (92/02), LandCruiser (90/62), Tacoma 95/04 PD611 7298;1 Rueda;;;;2,50;5,56;6,25;KIT ANTIRUIDOS IMPORTADOS ;;
15144;Kit Antiruido Renault Fuego, Pastilla D292 7194;1 Rueda.;;;;0,50;1,11;1,25;KIT ANTIRUIDOS IMPORTADOS ;;
16000;Bushing Kit , 4 piezas, Nissan Sentra, Chevrolet Swift 1.3,  Pastilla D510 7389, Pastilla D452 7332;2 Ruedas;;;;2,60;5,78;6,50;KIT ANTIRUIDOS IMPORTADOS ;;
16005;Bushing Kit Toyota Burbuja, Trasero, Pastilla D-606 7487;2 Ruedas;;;;3,60;8,00;9,00;KIT ANTIRUIDOS IMPORTADOS ;;
16011;Bushing Kit, Trasero, Honda Civic (92/93),Pastilla PD-7443 D-564;2 Ruedas;;;;3,10;6,89;7,75;KIT ANTIRUIDOS IMPORTADOS ;;
16019;Bushing Kit, 8 Piezas, Toyota Corolla, Starlet, Pastilla 7153 D242;2 Ruedas;;;;2,40;5,33;6,00;KIT ANTIRUIDOS IMPORTADOS ;;
16020;Bushing Kit  4 Piezas Toyota Series: Corolla Explosion Past. 7156,7157;2 Ruedas;;;;5,00;11,11;12,50;KIT ANTIRUIDOS IMPORTADOS ;;
16033K;Bushing Kit, 6 Piezas, 2 Bushings Grandes, 4 Pequeños, Ford Escort/Laser, Mazda 323, Protege;2 Ruedas;;;;7,80;17,33;19,50;KIT ANTIRUIDOS IMPORTADOS ;;
16038;Bushing Kit,  Hyundai Accent/Excel, Kia Rio, Pastilla D-497 7376;2 Ruedas;;;;3,60;8,00;9,00;KIT ANTIRUIDOS IMPORTADOS ;;
16039;Bushing Kit, 6 Piezas, 2 Bushings Grandes, 4 Pequeños, Ford Festiva, Kia Rio/Spectra, Toyota, Mitsubishi Montero;2 Ruedas;;;;2,30;5,11;5,75;KIT ANTIRUIDOS IMPORTADOS ;;
16043;Bushing Kit Delantero, Mitsubishi Galant, Mirage, Pastilla D484 7365,Honda Civic Past. D465 7345;2 Ruedas;;;;4,20;9,33;10,50;KIT ANTIRUIDOS IMPORTADOS ;;
16052;Bushing Kit Toyota Hilux 4x4 Delantero, Pastilla D605 7486 ;2 Rueda;;;;5,40;12,00;13,50;KIT ANTIRUIDOS IMPORTADOS ;;
16037K;Bushing Kit Mitsubishi Van L300,Montero 88/91  P.D349 7241;2 Ruedas;;;;6,50;14,44;16,25;KIT ANTIRUIDOS IMPORTADOS ;;
16053K;Bushing Kit Daewoo Lanos, Honda Series:Accord,Civic,CR-V,Fit,Odyssey,Prelude,Suzuki Grand Vitara 2007  ;2 Ruedas;;;;0,00;0,00;0,00;KIT ANTIRUIDOS IMPORTADOS ;;
16055;Bushing Kit Delantero, Nissan Sentra, Hyundai Elantra/Sonata, Pastilla D485 / D464 7342;2 Ruedas;;;;3,60;8,00;9,00;KIT ANTIRUIDOS IMPORTADOS ;;
16057;Bushing Kit Delantero, Suzuki Grand Vitara,  Pastilla D680 7559;2 Ruedas;;;;0,80;1,78;2,00;KIT ANTIRUIDOS IMPORTADOS ;;
16058;Bushing Kit,  Chevrolet Swift 1.600, Pastilla D-451 7331;2 Ruedas;;;;3,00;6,67;7,50;KIT ANTIRUIDOS IMPORTADOS ;;
16065;Bushing Kit Isuzu Series: Rodeo,Amigo,Caribe Trooper (89/95), Honda Passport;2 Ruedas;;;;8,00;17,78;20,00;KIT ANTIRUIDOS IMPORTADOS ;;
16069;Bushing Kit ,Mitsubishi Lancer, Mirage, (91/00), Pastilla D535 7417 ;2 Ruedas;;;;2,40;5,33;6,00;KIT ANTIRUIDOS IMPORTADOS ;;
16080;Bushing Kit, Delantero, Mitsubishi Montero (99/02) Pastilla PD-7412, D-530, Ford Explorer (13/19) Delantero;2 Ruedas;;;;3,60;8,00;9,00;KIT ANTIRUIDOS IMPORTADOS ;;
16085;Bushing Kit Mitsubishi series: Montero (01/06), Pastilla: D867 7742;2 Ruedas;;;;3,00;6,67;7,50;KIT ANTIRUIDOS IMPORTADOS ;;
16089;Bushing Kit, Toyota Land Cruiser Trasero, Pastilla D773 7640, Suzuki Grand Vitara 06/2011 Delantero, PastillaD1188 8307;2 Ruedas;;;;3,60;8,00;9,00;KIT ANTIRUIDOS IMPORTADOS ;;
16090K;Bushing Kit Ford series: F250/350, Super Duty , Trasero. P7626;2 Ruedas;;;;2,50;5,56;6,25;KIT ANTIRUIDOS IMPORTADOS ;;
16097;Bushing Kit Ruedas Traseras, Toyota Series: Avalon, Camry, Pastilla D828 7701;2 Ruedas;;;;2,40;5,33;6,00;KIT ANTIRUIDOS IMPORTADOS ;;
16111;Bushing Kit Kia Series: Rio, Spectra (03/05), Pastilla D889 7767;2 Ruedas;;;;3,00;6,67;7,50;KIT ANTIRUIDOS IMPORTADOS ;;
16113;Bushing Kit Delantero, Mazda 3 y 5, Ford Explorer (06/07), Trasero, Pastilla D1044 7947 y Pastilla D1109 8214, Ford Sierra;2 Ruedas;;;;4,20;9,33;10,50;KIT ANTIRUIDOS IMPORTADOS ;;
16114;Bushing Kit Trasero, Chevrolet Tahoe Pastilla D1194 8312, Silverado Pastilla D792 7662, TrailBlazer D883 7760;2 Ruedas;;;;4,20;9,33;10,50;KIT ANTIRUIDOS IMPORTADOS ;;
16118;Bushing Kit Trasero, Chevrolet Tahoe, Avalanche, Express, Silverado 1500/2500/3500, Pastilla 7652, 7653, Blazer, Delantero 7593  ;2 Ruedas;;;;2,70;6,00;6,75;KIT ANTIRUIDOS IMPORTADOS ;;
16119;Bushing Kit Toyota Dyna;2 Ruedas;;;;3,50;7,78;8,75;KIT ANTIRUIDOS IMPORTADOS ;;
16120;Bushing Kit Delantero, Ford Series: Ford F-350 (09/02), Pastilla  D756 7625;2 Ruedas;;;;3,60;8,00;9,00;KIT ANTIRUIDOS IMPORTADOS ;;
16123;Bushing Kit  Ford F-350 Super Duty Trasero, (05/07), Dodge Dakota (05/10), Ford F-150, Explorer, Expedition (10/13) Delant.;2 Ruedas;;;;3,50;7,78;8,75;KIT ANTIRUIDOS IMPORTADOS ;;
16124;Bushing Kit Ford Series: Explorer Eddie Bauer D1158 8268, F-350  (1999), Nissan Armada Delant.;2 Ruedas;;;;2,40;5,33;6,00;KIT ANTIRUIDOS IMPORTADOS ;;
16127;Bushing Kit Ford F-150  Delantero / Trasero, (04/09),  4 Bushings;2 Ruedas;;;;3,60;8,00;9,00;KIT ANTIRUIDOS IMPORTADOS ;;
16128;Bushing Kit, Ford Explorer, P.7532, Expedition / Fortaleza Triton, 7558, 7584 ;2 Ruedas;;;;1,40;3,11;3,50;KIT ANTIRUIDOS IMPORTADOS ;;
16144;Bushing Kit, Chevrolet Series: Silverado, Tahoe, Avalanche, Pastilla: D1092 7997;2 Ruedas;;;;4,80;10,67;12,00;KIT ANTIRUIDOS IMPORTADOS ;;
16196;Bushing Kit  Chevrolet Series Express 2500/3500, (08/13), Trasero.Ford Series F-250/350, Super Duty (05/19), Delantreo/Trasero.;2 Ruedas;;;;2,70;6,00;6,75;KIT ANTIRUIDOS IMPORTADOS ;;
16205;Bushing Kit Ruedas Delanteras, Chevrolet Series: Aveo (04/11), Honda Series: Civic P7497 (12/15);2 Ruedas;;;;2,40;5,33;6,00;KIT ANTIRUIDOS IMPORTADOS ;;
16400;Bushing Kit 8 Piezas, Chevrolet Esteem, Suzuki Samurai, Pastilla: 7557 D677;2 Ruedas;;;;2,30;5,11;5,75;KIT ANTIRUIDOS IMPORTADOS ;;
16404;Bushing Kit Hyundai series: Santa Fe, Sonata, Tucson, Trasero, Kia Series: Optima, Sorento, Sportage, Trasero. Vitara Delant.;2 Ruedas ;;;;2,00;4,44;5,00;KIT ANTIRUIDOS IMPORTADOS ;;
16412;Bushing Kit 8 Piezas, Toyota Camry Pastilla: D356, Celica D570 7450, Hilux D303 7205;2 Ruedas;;;;2,30;5,11;5,75;KIT ANTIRUIDOS IMPORTADOS ;;
16416;Bushing Kit Ruedas Delanteras.Toyota Camry (02/04) Pastilla: D908 7787 ;2 Ruedas;;;;3,60;8,00;9,00;KIT ANTIRUIDOS IMPORTADOS ;;
16419;Bushing Kit Ruedas Traseras. Mitsubishi Montero D567 7447 (98/00), Galant (94/11) D383 7272;2 Ruedas;;;;3,60;8,00;9,00;KIT ANTIRUIDOS IMPORTADOS ;;
16431;Bushing Kit Mitsubishi Montero, Trasero, Jeep Compass, Mazda 6, Pastilla: PD-7743, D-868, D1037 7940;2 Ruedas;;;;3,00;6,67;7,50;KIT ANTIRUIDOS IMPORTADOS ;;
16463;Bushing Kit Mitsubishi Series:Lancer 04/06,09/13 Tras.Nissan Tiida 2007/10 Del;2 Ruedas;;;;2,50;5,56;6,25;KIT ANTIRUIDOS IMPORTADOS ;;
16439;Bushing Kit  Delantero, Chevrolet Trail Blazer (06/07), Colorado,  Pastilla: D1169 8282;2 Ruedas;;;;3,50;7,78;8,75;KIT ANTIRUIDOS IMPORTADOS ;;
16449;Bushing Kit Toyota Yaris (07/12), Pastilla: D1184 8301, Delantero.;2 Ruedas;;;;3,00;6,67;7,50;KIT ANTIRUIDOS IMPORTADOS ;;
16450K;Bushing Kit  Jeep/Ford Series: Grand Cherokee  (11/20), Ford Expedition (03/06);2 Ruedas;;;;12,00;26,67;30,00;KIT ANTIRUIDOS IMPORTADOS ;;
16453;Bushing Kit Jeep Series:Grand Cherokee PD1080 7985,Commander 2006/2010;2 Ruedas;;;;3,50;7,78;8,75;KIT ANTIRUIDOS IMPORTADOS ;;
16454;Bushing Kit Dodge, Mitsubishi, Jeep series: Caliber, Lancer, Outlander, Jeep Compass, Nissan Maxima;2 Ruedas;;;;4,20;9,33;10,50;KIT ANTIRUIDOS IMPORTADOS ;;
16481;Bushing Kit Ford F-150 4x4 Tritòn, Pastilla: D1011 7915 ;2 Ruedas;;;;2,40;5,33;6,00;KIT ANTIRUIDOS IMPORTADOS ;;
16483;Bushing Kit Ford F-250/350 Super Duty (11/12), Pastilla: D1631 7974 ;2 Ruedas;;;;2,40;5,33;6,00;KIT ANTIRUIDOS IMPORTADOS ;;
16491;Bushing Kit Hyundai Series: Santa Fe, Sonata, Tucson,Elantra;2 Ruedas;;;;2,50;5,56;6,25;KIT ANTIRUIDOS IMPORTADOS ;;
16510;Bushing Kit, Chevrolet Series: Cruze (11/15), Sonic (12/16);2 Ruedas;;;;3,60;8,00;9,00;KIT ANTIRUIDOS IMPORTADOS ;;
125122;Kit Antiruido Daewoo Tico;1 Rueda;;;;1,10;2,44;2,75;KIT ANTIRUIDOS IMPORTADOS ;;
242862;Kit De Mordaza Completo (Tornillos,Ganchos y Bushings), Chevrolet Corsa;1 Rueda;;;;3,00;6,67;7,50;KIT ANTIRUIDOS IMPORTADOS ;;
410415;Kit Antirruido Daewoo Lanos Rin 14 / Chevrolet Aveo, Delantero, Pastilla: 7667 D797 = 6807;1 Rueda;;;;1,50;3,33;3,75;KIT ANTIRUIDOS IMPORTADOS ;;
410515;"Kit Antiruido Delantero, Daewoo Series: Matiz, Lanos Rin 13"", Chevrolet Spark";1 Rueda;;;;1,50;3,33;3,75;KIT ANTIRUIDOS IMPORTADOS ;;
3487487;Kit Antiruido Daewoo Cielo/Racer ,Pastilla: D378 7267;1 Rueda;;;;1,10;2,44;2,75;KIT ANTIRUIDOS IMPORTADOS ;;
H5787;Kit Antiruido Mazda series: MPV/929, (92/95), Ruedas Traseras, Pastillas D553 7432;2 Ruedas;;;;3,00;6,67;7,50;KIT ANTIRUIDOS IMPORTADOS ;;
KA-115506;Kit Antiruido Ford F-350 modelo (68/71), P771;1 Rueda;;;;3,30;7,33;8,25;KIT ANTIRUIDOS IMPORTADOS ;;
KL-7154;Kit Antiruido Toyota Series: Corolla, Pastilla: 7154;2 Ruedas;;;;4,50;10,00;11,25;KIT ANTIRUIDOS IMPORTADOS ;;
MXC001;Kit Antiruido, (4 Clips izquierdos, 4 Clips Derechos, 4 Pad Springs), Toyota Dyna Pastilla: 2829;2 Rueda;;;;4,20;9,33;10,50;KIT ANTIRUIDOS IMPORTADOS ;;
MXC002;Kit Completo, Pistones, Copas y Gomas 8 piezas, Daewoo Cielo Pastilla:7267 ;1 Rueda;;;;3,00;6,67;7,50;KIT ANTIRUIDOS IMPORTADOS ;;
MXC004;"Pad Spring Kit , 2 ""M"" y 2 Ganchos, Sujetadores Metalicos (Ford Festiva)";2 Rueda;;;;1,50;3,33;3,75;KIT ANTIRUIDOS IMPORTADOS ;;
MXC005;"Pad Spring Kit , 2 ""M"" y 2 Ganchos, Sujetadores Metalicos Ford Laser";2 Rueda;;;;1,50;3,33;3,75;KIT ANTIRUIDOS IMPORTADOS ;;
MXC006;"Pad Spring Kit , 2 ""M"" y 2 Ganchos, Sujetadores Metalicos Toyota Samurai";2 Rueda;;;;1,70;3,78;4,25;KIT ANTIRUIDOS IMPORTADOS ;;
MXC012;Kit Antiruido Chevrolet Corsa,  Delantero.;1 Rueda;;;;1,50;3,33;3,75;KIT ANTIRUIDOS IMPORTADOS ;;
MXC030;Kit Antiruido Ford Sierra, Renault Mégane Fase II, Delantero.;1 Rueda;;;;1,50;3,33;3,75;KIT ANTIRUIDOS IMPORTADOS ;;
MXC031;Kit Antiruido Ford Series:Fiesta, Ecosport ;1 Rueda;;;;3,00;6,67;7,50;KIT ANTIRUIDOS IMPORTADOS ;;
MXC050;Bushing Kit, Chevrolet Monza;1 Rueda;;;;1,20;2,67;3,00;KIT ANTIRUIDOS IMPORTADOS ;;
MXC3501054;Kit Antiruido Chery Orinoco;1 Rueda;;;;3,50;7,78;8,75;KIT ANTIRUIDOS IMPORTADOS ;;
O91296;Kit Antiruido Suzuki, Chevrolet Delant. WFR, Wagon R;1 Rueda;;;;1,20;2,67;3,00;KIT ANTIRUIDOS IMPORTADOS ;;
;;;;;;;;;;;
;;;;;;;;;;;
CUÑAS Y FLEJES ;;;;;;;;;;;
Referencia;Descripción ;CANTIDAD;MEDIDA;MEDIDA;MEDIDA;COSTO;CARACAS;ORIENTE;;;
1177K;Gancho ¨C¨ Para Frenos De Tambor Precio x Empaque;;;;;6,00;13,33;15,00;CUÑAS Y FLEJES ;;
4277;Ballestin Para Ford LTD, Mustang, Fairmont P.7082A;;;;;0,40;0,89;1,00;CUÑAS Y FLEJES ;;
4278;Cuña Para veciculos Ford LTD, Mustang, Fairmont P.7082A;;;;;3,30;7,33;8,25;CUÑAS Y FLEJES ;;
4298;Cuña Para Vehiculos con Pastilla: 788;;;;;3,20;7,11;8,00;CUÑAS Y FLEJES ;;
4299;Ballestin Para Vehiculos con Pastilla: 788;;;;;0,40;0,89;1,00;CUÑAS Y FLEJES ;;
4300;Cuña Para Vehiculos AMC Javelin, Hornet, Maverick, CJ5;;;;;6,00;13,33;15,00;CUÑAS Y FLEJES ;;
4301;Ballestin Para vehic. AMC Javelin, Hornet, Maverick, CJ5;;;;;1,00;2,22;2,50;CUÑAS Y FLEJES ;;
4325;Cuña Para Vehiculos Chevrolet Series:C-30;;;;;3,30;7,33;8,25;CUÑAS Y FLEJES ;;
4353;Ballestín Para Vehículos Ford Series:F-350;;;;;0,50;1,11;1,25;CUÑAS Y FLEJES ;;
4355;Cuña Para Vehículos Ford Series:F-350;;;;;4,00;8,89;10,00;CUÑAS Y FLEJES ;;
4654K;Gancho ¨C¨ Para Frenos De Tambor Precio x Empaque;;;;;6,00;13,33;15,00;CUÑAS Y FLEJES ;;
5183;Ballestin/Fleje Invertido Para Chevrolet C-30;;;;;0,40;0,89;1,00;CUÑAS Y FLEJES ;;
5530;Cuña Para C30, C60 Cerrada;;;;;3,30;7,33;8,25;CUÑAS Y FLEJES ;;
KM-520067;Cuña Para Renault Series: R19, Twingo Pastilla:7123 A;;;;;2,50;5,56;6,25;CUÑAS Y FLEJES ;;
;;;;;;;;;;;
;;;;;;;;;;;
GANCHOS DE PASTILLAS;;;;;;;;;;;
Referencia;Descripción ;CANTIDAD;MEDIDA;MEDIDA;MEDIDA;COSTO;CARACAS;ORIENTE;;;
4230;Gancho Pastilla 728;;;;;0,40;0,89;1,00;GANCHOS DE PASTILLAS ;;
4306;Gancho Pastilla 788;;;;;0,30;0,67;0,75;GANCHOS DE PASTILLAS ;;
4330;Gancho Pastilla 7070;;;;;0,40;0,89;1,00;GANCHOS DE PASTILLAS ;;
4354;"Resorte(Pad Spring) en ""Z"" Para Ford F-350";;;;;1,00;2,22;2,50;GANCHOS DE PASTILLAS ;;
4393;Gancho Para Pastilla 7072;;;;;0,40;0,89;1,00;GANCHOS DE PASTILLAS ;;
4395;Gancho Para Pastilla 7072C/7083;;;;;0,40;0,89;1,00;GANCHOS DE PASTILLAS ;;
4404;Gancho Pastilla 7082;;;;;0,40;0,89;1,00;GANCHOS DE PASTILLAS ;;
11783;"Pasador de Soporte De Cáliper ""Tabaquito Corto"" Para Ford F-350";;;;;1,00;2,22;2,50;GANCHOS DE PASTILLAS ;;
11959;Pad Pin Toyota Land Cruiser, 112,52 mm;;;;;1,10;2,44;2,75;GANCHOS DE PASTILLAS ;;
12540;"Pasador de Soporte De Cáliper ""Tabaquito Largo"" Para Ford F-350/450 Largo, Super Duty";;;;;2,00;4,44;4,99;GANCHOS DE PASTILLAS ;;
H1109;"Clavo Nro 9 2-1/2"" Ford,Dodge";;;;;0,20;0,44;0,50;GANCHOS DE PASTILLAS ;;
MB;Gancho Antiruido Chevrolet Chevette;;;;;0,60;1,33;1,50;GANCHOS DE PASTILLAS ;;
MXC003;Gancho Pastilla 326 Fiat Uno/Premio/Monza;;;;;0,50;1,11;1,25;GANCHOS DE PASTILLAS ;;
MXC007;Pasador De Caliper Daewoo Cielo;;;;;0,40;0,89;1,00;GANCHOS DE PASTILLAS ;;
MXC008;Gancho Pastilla Fiat 309/317;;;;;0,30;0,67;0,75;GANCHOS DE PASTILLAS ;;
MXC011;Gancho para  Fiat/Ford Corcel/Renault R-12;;;;;0,30;0,67;0,75;GANCHOS DE PASTILLAS ;;
MXC2030;  Clavo Curvo ;;;;;0,20;0,44;0,50;GANCHOS DE PASTILLAS ;;
;;;;;;;;;;;
;;;;;;;;;;;
VALVULAS DE PURGUE / PURGADORES DE FRENO ;;;;;;;;;;;
Referencia;Descripción ;CANTIDAD;MEDIDA;MEDIDA;MEDIDA;COSTO;CARACAS;ORIENTE;;;
9400;"Purgadores Ford F-100, F-150, (3/8""), Rosca Fina Largo";;;;;0,30;0,67;0,75;VALVULAS DE PURGUE / PURGADORES ;;
9402;"Purgadores Ford Zephyr, Cougar, Neon (3/8""), Rosca Fina, Corto";;;;;0,30;0,67;0,75;VALVULAS DE PURGUE / PURGADORES ;;
9403;"Purgadores Chevrolet Trasero (5/16"") Rosca Fina";;;;;0,30;0,67;0,75;VALVULAS DE PURGUE / PURGADORES ;;
9405;Purgadores Chevrolet (8 mm), Trasero, Rosca Gruesa;;;;;0,30;0,67;0,75;VALVULAS DE PURGUE / PURGADORES ;;
9406;Purgadores Chevrolet C-10, C-1500, Malibu (10mm) Rosca gruesa, Delantero.;;;;;0,30;0,67;0,75;VALVULAS DE PURGUE / PURGADORES ;;
9407;Purgadores Hyundai Accent, Tucson, Tiburon, Ford Explorer, Rosca (M10x1);;;;;0,60;1,34;1,51;VALVULAS DE PURGUE / PURGADORES ;;
9409;Purgadores, Nissan Sentra, Chevrolet Silverado, Grand Cherokee;;;;;0,60;1,34;1,51;VALVULAS DE PURGUE / PURGADORES ;;
9410;Purgadores longitud (35,1 mm), Rosca Fina (10mm) V.W., Dodge;;;;;0,40;0,89;1,00;VALVULAS DE PURGUE / PURGADORES ;;
9411;Purgadores Cuadrante Corto Long (33,8mm) Rosca (7mm) Fina;;;;;0,30;0,67;0,75;VALVULAS DE PURGUE / PURGADORES ;;
9412;Purgadores (36.8 mm) longitud Rosca Fina (10mm) Toyota;;;;;0,30;0,67;0,75;VALVULAS DE PURGUE / PURGADORES ;;
9413;Purgadores Longitud (38 mm) Rosca Fina (7mm) V.W.;;;;;0,30;0,67;0,75;VALVULAS DE PURGUE / PURGADORES ;;
9421;"Purgadores (7/16"") Corto, Rosca Gruesa Isuzu, Honda, V.W.";;;;;0,30;0,67;0,75;VALVULAS DE PURGUE / PURGADORES ;;
9428;Purgadores Cuadrante Largo (36,7 mm), Rosca (8mm) Gruesa;;;;;0,30;0,67;0,75;VALVULAS DE PURGUE / PURGADORES ;;
9430;Purgadores Chevrolet, Ford, Toyota (8mm) rosca Fina;;;;;0,30;0,67;0,75;VALVULAS DE PURGUE / PURGADORES ;;
9501;Purgadores Longitud (30,5 mm) Rosca Fina (7 mm) ;;;;;0,30;0,67;0,75;VALVULAS DE PURGUE / PURGADORES ;;
MXC017;Purgadores (27,5 mm) Longitud, (6mm) Largo Rosca Fina;;;;;0,30;0,67;0,75;VALVULAS DE PURGUE / PURGADORES ;;
MXC018;Purgadores (23,5 mm) Longitud, (6mm) Corto Rosca Fina;;;;;0,30;0,67;0,75;VALVULAS DE PURGUE / PURGADORES ;;
;;;;;;;;;;;
;;;;;;;;;;;
KIT DE CLAVOS / KIT DE FRENO DE MANO IMPORTADOS MBM ;;;;;;;;;;;
Referencia;Descripción ;CANTIDAD;MEDIDA;MEDIDA;MEDIDA;COSTO;CARACAS;ORIENTE;;;
939;Kit De Resortes 2 Ruedas para Ford Cargo 815;;;;;12,00;26,67;30,00;KIT DE CLAVOS / KIT DE FRENO DE MANO IMPORTADOS ;;
2000;"Kit De Clavos Fiat Spazio, Uno, 1- 1/4""";;;;;2,10;4,67;5,25;KIT DE CLAVOS / KIT DE FRENO DE MANO IMPORTADOS ;;
2005;Kit De Clavos Ford Sierra;;;;;1,30;2,89;3,25;KIT DE CLAVOS / KIT DE FRENO DE MANO IMPORTADOS ;;
2010;"Kit De Clavos Ford Zephyr, Fairmont, 1-3/4""";;;;;1,70;3,78;4,25;KIT DE CLAVOS / KIT DE FRENO DE MANO IMPORTADOS ;;
2015;Kit De Clavos Chevrolet Chevette, Monza;;;;;1,20;2,67;3,00;KIT DE CLAVOS / KIT DE FRENO DE MANO IMPORTADOS ;;
2020;"Kit De Clavos Chevrolet C-10, Malibù Viejo, 2""";;;;;2,50;5,56;6,25;KIT DE CLAVOS / KIT DE FRENO DE MANO IMPORTADOS ;;
2025;"Kit De Clavos Ford F-150, 2-1/4""";;;;;1,70;3,78;4,25;KIT DE CLAVOS / KIT DE FRENO DE MANO IMPORTADOS ;;
2030;Kit De Clavos Ford F-350;;;;;2,00;4,44;5,00;KIT DE CLAVOS / KIT DE FRENO DE MANO IMPORTADOS ;;
2035;Kit De Clavos Chevrolet Cheyenne 1500;;;;;1,50;3,33;3,75;KIT DE CLAVOS / KIT DE FRENO DE MANO IMPORTADOS ;;
2040;Kit De Clavos Chevrolet C-30;;;;;2,50;5,56;6,25;KIT DE CLAVOS / KIT DE FRENO DE MANO IMPORTADOS ;;
2045;"Kit De Clavos Ford F-600, 2-1/2""";;;;;1,70;3,78;4,25;KIT DE CLAVOS / KIT DE FRENO DE MANO IMPORTADOS ;;
2314K;Master Kit De Tambor Ford F-350 87/02 con Graduadores 2 Rdas.;;;;;40,00;88,89;100,00;KIT DE CLAVOS / KIT DE FRENO DE MANO IMPORTADOS ;;
2421K;Kit de Tambor Toyota Tacoma (2005/2022) 2Rdas.;;;;;30,00;66,67;75,00;KIT DE CLAVOS / KIT DE FRENO DE MANO IMPORTADOS ;;
2429K;Kit De Tambor Toyota Yaris (2009/2015) 2Rdas;;;;;30,00;66,67;75,00;KIT DE CLAVOS / KIT DE FRENO DE MANO IMPORTADOS ;;
4030;"Kit De Clavos Toyota, Jeep, F-100, F-150, 2-1/4"", 2 Ruedas, Nro.1";;;;;2,50;5,56;6,25;KIT DE CLAVOS / KIT DE FRENO DE MANO IMPORTADOS ;;
4070;"Kit De Clavos Chevrolet C-10, Toyota Macho, Dodge Ram, 2-1/8"", Nro.4";;;;;2,00;4,44;5,00;KIT DE CLAVOS / KIT DE FRENO DE MANO IMPORTADOS ;;
7055;Kit De Resortes Chevrolet C-30, Cheyenne 3500;;;;;7,40;16,44;18,50;KIT DE CLAVOS / KIT DE FRENO DE MANO IMPORTADOS ;;
7139;Kit De Resortes Ford F-250 (75/76), Dodge Varios Trasero.;;;;;21,40;47,56;53,50;KIT DE CLAVOS / KIT DE FRENO DE MANO IMPORTADOS ;;
7209;Kit De Resortes, 2 Ruedas para Ford F-350;;;;;7,50;16,67;18,75;KIT DE CLAVOS / KIT DE FRENO DE MANO IMPORTADOS ;;
7209K;Kit De Resortes, 2 Ruedas para Ford F-350 (BBP);;;;;12,00;26,67;30,00;KIT DE CLAVOS / KIT DE FRENO DE MANO IMPORTADOS ;;
7265;Kit De Resortes Jeep Wrangler/Cherokee/Comanche;;;;;6,60;14,67;16,50;KIT DE CLAVOS / KIT DE FRENO DE MANO IMPORTADOS ;;
7289;Kit De Resortes Jeep Cherokee, Liberty, Grand Cherokee, 2 Ruedas;;;;;7,90;17,56;19,75;KIT DE CLAVOS / KIT DE FRENO DE MANO IMPORTADOS ;;
7311;Kit De Freno De Mano, Ford F-250 Super Duty, Silverado,Express;;;;;10,60;23,56;26,50;KIT DE CLAVOS / KIT DE FRENO DE MANO IMPORTADOS ;;
7315;Kit De Freno De Mano Ford Explorer, Explorer Sport Trac, (02/10);;;;;24,00;53,33;60,00;KIT DE CLAVOS / KIT DE FRENO DE MANO IMPORTADOS ;;
7319;Kit De Freno De Mano Chevrolet Silverado, Trail Blazer, Banda S781;;;;;10,40;23,11;26,00;KIT DE CLAVOS / KIT DE FRENO DE MANO IMPORTADOS ;;
